lemma,POS,freq,ipm
мисал,n,23605,"203,4913793"
кала,n,23560,"203,1034483"
һөнәр,n,23539,"202,9224138"
килү,n,23523,"202,7844828"
февраль,n,23454,"202,1896552"
хисап,n,23422,"201,9137931"
коръән,n,23399,"201,7155172"
армия,n,23383,"201,5775862"
урнаштыр,v,23218,"200,1551724"
уртак,adj,23127,"199,3706897"
рухи,adj,23121,"199,3189655"
күренеш,n,23119,"199,3017241"
салым,n,23118,"199,2931034"
рух,n,23117,"199,2844828"
зыян,n,23095,"199,0948276"
банк,n,23050,"198,7068966"
дума,n,23040,"198,6206897"
киңәш,n,23018,"198,4310345"
даими,adj,22857,"197,0431034"
мәкалә,n,22831,"196,8189655"
игълан ит,v,22769,"196,2844828"
намаз,n,22751,"196,1293103"
тормышка ашыр,v,22716,"195,8275862"
гектар,n,22683,"195,5431034"
мал,n,22594,"194,7758621"
аш,v,22588,"194,7241379"
талант,n,22532,"194,2413793"
дөрес,ij,22508,"194,0344828"
искәрт,v,22505,"194,0086207"
җыен,v,22422,"193,2931034"
якты,adj,22409,"193,1810345"
мәдрәсә,n,22372,"192,862069"
бистә,n,22366,"192,8103448"
кызыклы,adj,22307,"192,3017241"
контроль,n,22300,"192,2413793"
истәлек,n,22263,"191,9224138"
ку,v,22249,"191,8017241"
балалар бакчасы,n,22162,"191,0517241"
боз,v,22156,191
куллану,n,22117,"190,6637931"
киләсе,adj,22101,"190,5258621"
җылы,adj,22079,"190,3362069"
ян,v,22043,"190,0258621"
татарча,adv,21991,"189,5775862"
җитди,adj,21988,"189,5517241"
сарай,n,21943,"189,1637931"
финанс,n,21940,"189,137931"
гомуми,adj,21909,"188,8706897"
җил,n,21903,"188,8189655"
һәрвакыт,adv,21901,"188,8017241"
дан,n,21893,"188,7327586"
теге,prn,21886,"188,6724138"
үзгәр,v,21875,"188,5775862"
нишлә,v,21850,"188,362069"
ризык,n,21826,"188,1551724"
иртә,n,21769,"187,6637931"
күпчелек,n,21736,"187,3793103"
бию,n,21678,"186,8793103"
авырлык,n,21599,"186,1982759"
ела,v,21575,"185,9913793"
күңелле,adj,21567,"185,9224138"
планлаштыр,v,21560,"185,862069"
башлангыч,adj,21531,"185,612069"
юбилей,n,21516,"185,4827586"
техник,adj,21510,"185,4310345"
үзгәрт,v,21484,"185,2068966"
язу,n,21463,"185,0258621"
ниндидер,adj,21431,"184,75"
сөй,v,21421,"184,6637931"
тый,v,21419,"184,6465517"
сәфәр,n,21401,"184,4913793"
иминлек,n,21379,"184,3017241"
чиклә,v,21344,184
үтер,v,21322,"183,8103448"
гүзәл,adj,21257,"183,25"
рәсем,n,21253,"183,2155172"
уртача,adj,21230,"183,0172414"
тирән,adj,21219,"182,9224138"
кайна,v,21206,"182,8103448"
чит,adj,21200,"182,7586207"
участок,n,21176,"182,5517241"
төзекләндер,v,21155,"182,3706897"
кая,adv,21096,"181,862069"
хәтер,n,21026,"181,2586207"
аш,n,21015,"181,1637931"
шатлык,n,20976,"180,8275862"
мәҗбүр,adj,20969,"180,7672414"
катнаш,n,20967,"180,75"
кайчан,adv,20942,"180,5344828"
булдыру,n,20919,"180,3362069"
ремонт,n,20915,"180,3017241"
акция,n,20882,"180,0172414"
имам,n,20880,180
карамастан,post,20819,"179,4741379"
көл,v,20736,"178,7586207"
кич,adv,20733,"178,7327586"
герой,n,20722,"178,637931"
фикеренчә,cnjadv,20720,"178,6206897"
озын,adj,20717,"178,5948276"
бәхетле,adj,20701,"178,4568966"
газ,n,20701,"178,4568966"
форма,n,20660,"178,1034483"
макта,v,20623,"177,7844828"
ай,ij,20585,"177,4568966"
сыер,n,20566,"177,2931034"
керү,n,20521,"176,9051724"
кабинет,n,20518,"176,8793103"
корбан,n,20435,"176,1637931"
кәгазь,n,20424,"176,0689655"
ким,adj,20422,"176,0517241"
тән,n,20362,"175,5344828"
таныш,adj,20329,"175,25"
курс,n,20328,"175,2413793"
исән,adj,20279,"174,8189655"
ашыр,v,20260,"174,6551724"
ясау,n,20251,"174,5775862"
катнашу,n,20227,"174,3706897"
йөгер,v,20211,"174,2327586"
атла,v,20183,"173,9913793"
коммуналь,adj,20148,"173,6896552"
заманча,adj,20125,"173,4913793"
тара,v,20114,"173,3965517"
әйтүенчә,cnjadv,20041,"172,7672414"
билге,n,20035,"172,7155172"
оч,v,20030,"172,6724138"
тәэсир,n,20006,"172,4655172"
бирле,post,19988,"172,3103448"
һич,adv,19960,"172,0689655"
алда,v,19935,"171,8534483"
колхоз,n,19934,"171,8448276"
бизнес,n,19903,"171,5775862"
парламент,n,19894,"171,5"
таң,n,19881,"171,387931"
сук,v,19858,"171,1896552"
кабул итү,n,19831,"170,9568966"
ашык,v,19814,"170,8103448"
кич,v,19762,"170,362069"
челтәр,n,19759,"170,3362069"
яңалык,n,19695,"169,7844828"
ял ит,v,19680,"169,6551724"
булып чык,v,19638,"169,2931034"
хастаханә,n,19630,"169,2241379"
тулысынча,adv,19626,"169,1896552"
класс,n,19616,"169,1034483"
кош,n,19593,"168,9051724"
китапханә,n,19583,"168,8189655"
яисә,cnjcoo,19552,"168,5517241"
тыныч,adj,19546,"168,5"
таныштыр,v,19543,"168,4741379"
барс,n,19538,"168,4310345"
берәмлек,n,19521,"168,2844828"
чишмә,n,19513,"168,2155172"
сабый,n,19512,"168,2068966"
җыен,n,19509,"168,1810345"
культура,n,19485,"167,9741379"
иптәш,n,19471,"167,8534483"
буш,adj,19401,"167,25"
канун,n,19370,"166,9827586"
начар,adj,19359,"166,887931"
премия,n,19355,"166,8534483"
тимер,n,19338,"166,7068966"
бөтен,adj,19303,"166,4051724"
кабатла,v,19300,"166,3793103"
кач,v,19297,"166,3534483"
төрки,adj,19289,"166,2844828"
азык-төлек,n,19278,"166,1896552"
эре,adj,19270,"166,1206897"
вазифа,n,19216,"165,6551724"
алдан,adv,19205,"165,5603448"
байлык,n,19111,"164,75"
пәйгамбәр,n,19111,"164,75"
ни өчен,adv,19094,"164,6034483"
ә,ij,19062,"164,3275862"
файда,n,19014,"163,9137931"
сүзләренчә,cnjadv,18997,"163,7672414"
иртән,adv,18983,"163,6465517"
алга таба,adv,18977,"163,5948276"
кайсы,det,18926,"163,1551724"
бат,v,18895,"162,887931"
хәер,n,18893,"162,8706897"
тарат,v,18782,"161,9137931"
автобус,n,18778,"161,8793103"
хөкем,n,18731,"161,4741379"
сабантуй,n,18724,"161,4137931"
гаеплә,v,18697,"161,1810345"
күк,n,18693,"161,1465517"
атказанган,adj,18678,"161,0172414"
үзара,adj,18653,"160,8017241"
ныгыт,v,18650,"160,7758621"
инвалид,n,18642,"160,7068966"
тәрәзә,n,18638,"160,6724138"
кычкыр,v,18624,"160,5517241"
эләк,v,18616,"160,4827586"
һәйкәл,n,18608,"160,4137931"
бүләк ит,v,18580,"160,1724138"
төньяк,n,18558,"159,9827586"
йолдыз,n,18542,"159,8448276"
көрәш,v,18538,"159,8103448"
һәлак бул,v,18535,"159,7844828"
алып кил,v,18485,"159,3534483"
басу,n,18469,"159,2155172"
имтихан,n,18464,"159,1724138"
әфәнде,n,18464,"159,1724138"
җаваплылык,n,18433,"158,9051724"
кызыксын,v,18355,"158,2327586"
акыл,n,18332,"158,0344828"
җиһаз,n,18300,"157,7586207"
көз,n,18277,"157,5603448"
бәрәңге,n,18248,"157,3103448"
полиция,n,18231,"157,1637931"
кабат,adv,18228,"157,137931"
беркем,prn,18207,"156,9568966"
мөфти,n,18131,"156,3017241"
терлек,n,18117,"156,1810345"
ансамбль,n,18102,"156,0517241"
җәйге,adj,18102,"156,0517241"
батыр,n,18029,"155,4224138"
бернинди,det,18027,"155,4051724"
булмау,n,18022,"155,362069"
оештыручы,n,18019,"155,3362069"
каты,adj,17964,"154,862069"
азат,adj,17906,"154,362069"
әйбәт,adj,17891,"154,2327586"
рәт,n,17858,"153,9482759"
яңгыр,n,17831,"153,7155172"
радио,n,17818,"153,6034483"
фильм,n,17809,"153,5258621"
училище,n,17806,"153,5"
азык,n,17718,"152,7413793"
кирәкле,adj,17621,"151,9051724"
басма,n,17597,"151,6982759"
хыял,n,17580,"151,5517241"
җәмәгатьчелек,n,17576,"151,5172414"
баба,n,17565,"151,4224138"
туктат,v,17514,"150,9827586"
корал,n,17509,"150,9396552"
иҗади,adj,17418,"150,1551724"
яңгыра,v,17394,"149,9482759"
төгәл,adj,17357,"149,6293103"
тотын,v,17354,"149,6034483"
киме,v,17341,"149,4913793"
кирәклек,n,17252,"148,7241379"
образ,n,17238,"148,6034483"
күренекле,adj,17213,"148,387931"
ир-ат,n,17202,"148,2931034"
тутыр,v,17198,"148,2586207"
җаваплы,adj,17196,"148,2413793"
гарәп,n,17186,"148,1551724"
чыгым,n,17155,"147,887931"
адым,n,17147,"147,8189655"
солдат,n,17106,"147,4655172"
мәгълүм,adj,17075,"147,1982759"
тышкы,adj,17042,"146,9137931"
мэр,n,17035,"146,8534483"
онык,n,17017,"146,6982759"
кияү,n,17015,"146,6810345"
саф,n,16983,"146,4051724"
кисәт,v,16931,"145,9568966"
төш,n,16908,"145,7586207"
катлаулы,adj,16904,"145,7241379"
йокла,v,16884,"145,5517241"
ышаныч,n,16881,"145,5258621"
эт,n,16866,"145,3965517"
сәләт,n,16862,"145,362069"
балык,n,16844,"145,2068966"
традиция,n,16827,"145,0603448"
патша,n,16795,"144,7844828"
мирас,n,16776,"144,6206897"
күрше,adj,16734,"144,2586207"
колак,n,16721,"144,1465517"
делегация,n,16712,"144,0689655"
кайсы,prn,16675,"143,75"
пункт,n,16673,"143,7327586"
этап,n,16642,"143,4655172"
югал,v,16615,"143,2327586"
дога,n,16586,"142,9827586"
чәй,n,16584,"142,9655172"
әверел,v,16577,"142,9051724"
парк,n,16568,"142,8275862"
күбесе,n,16565,"142,8017241"
яр,v,16556,"142,7241379"
сугыш,adj,16521,"142,4224138"
шартла,v,16500,"142,2413793"
бор,v,16488,"142,137931"
кис,v,16470,"141,9827586"
ферма,n,16448,"141,7931034"
конгресс,n,16375,"141,1637931"
көй,n,16355,"140,9913793"
ирек,n,16338,"140,8448276"
бозу,n,16329,"140,7672414"
мөдир,n,16267,"140,2327586"
үзенчәлек,n,16251,"140,0948276"
кама,v,16222,"139,8448276"
рәссам,n,16199,"139,6465517"
эшмәкәр,n,16194,"139,6034483"
кояш,n,16174,"139,4310345"
идея,n,16169,"139,387931"
барыбер,adv,16156,"139,2758621"
электр,n,16149,"139,2155172"
тамыр,n,16148,"139,2068966"
иман,n,16131,"139,0603448"
редакция,n,16125,"139,0086207"
елмай,v,16073,"138,5603448"
һәрбер,prn,16065,"138,4913793"
фикер алыш,v,16046,"138,3275862"
чемпионат,n,16027,"138,1637931"
куркыныч,adj,16026,"138,1551724"
номинация,n,16015,"138,0603448"
берләштер,v,16012,"138,0344828"
җитәклә,v,15993,"137,8706897"
мулла,n,15921,"137,25"
адәм,n,15914,"137,1896552"
уят,v,15898,"137,0517241"
туктал,v,15891,"136,9913793"
чыганак,n,15887,"136,9568966"
якташ,n,15883,"136,9224138"
алыштыр,v,15845,"136,5948276"
соңыннан,adv,15828,"136,4482759"
гәҗит,n,15824,"136,4137931"
ю,v,15754,"135,8103448"
һәлакәт,n,15750,"135,7758621"
ни,cnjcoo,15747,"135,75"
оша,v,15733,"135,6293103"
басым,n,15732,"135,6206897"
пар,n,15722,"135,5344828"
әһәмият,n,15680,"135,1724138"
идарә ит,v,15627,"134,7155172"
ник,adv,15626,"134,7068966"
күрше,n,15606,"134,5344828"
омтыл,v,15602,"134,5"
каршылык,n,15553,"134,0775862"
әкият,n,15540,"133,9655172"
яшьлек,n,15534,"133,9137931"
чап,v,15503,"133,6465517"
энергия,n,15442,"133,1206897"
кызганыч,adj,15417,"132,9051724"
округ,n,15371,"132,5086207"
берләшмә,n,15353,"132,3534483"
җыелыш,n,15345,"132,2844828"
очра,v,15343,"132,2672414"
әңгәмә,n,15325,"132,112069"
тырышлык,n,15308,"131,9655172"
салкын,adj,15294,"131,8448276"
һөнәри,adj,15269,"131,6293103"
ялгыз,adj,15260,"131,5517241"
уртаклаш,v,15232,"131,3103448"
бөтенроссия,adj,15225,"131,25"
файдалы,adj,15210,"131,1206897"
көньяк,n,15193,"130,9741379"
кайгы,n,15172,"130,7931034"
нәсел,n,15120,"130,3448276"
курк,v,15110,"130,2586207"
диния,n,15101,"130,1810345"
булыш,v,15096,"130,137931"
күл,n,15090,"130,0862069"
хикәя,n,15082,"130,0172414"
гариза,n,15068,"129,8965517"
милек,n,15065,"129,8706897"
вазыйфа,n,15037,"129,6293103"
нәзарәт,n,15037,"129,6293103"
нәтиҗәле,adj,15026,"129,5344828"
хупла,v,15025,"129,5258621"
инвестиция,n,15021,"129,4913793"
ходай,n,14993,"129,25"
семинар,n,14971,"129,0603448"
кичә,n,14964,129
товар,n,14950,"128,8793103"
үзләштер,v,14921,"128,6293103"
гимназия,n,14911,"128,5431034"
башкаручы,n,14908,"128,5172414"
аллаһы тәгалә,n,14903,"128,4741379"
эчтәлек,n,14872,"128,2068966"
сәләтле,adj,14869,"128,1810345"
бал,n,14810,"127,6724138"
чистарт,v,14799,"127,5775862"
капла,v,14772,"127,3448276"
алдынгы,adj,14741,"127,0775862"
милләттәш,n,14734,"127,0172414"
тикшеренү,n,14730,"126,9827586"
бер дә,adv,14726,"126,9482759"
үлем,n,14695,"126,6810345"
дуслык,n,14678,"126,5344828"
көндез,adv,14658,"126,362069"
милиция,n,14647,"126,2672414"
җимеш,n,14631,"126,1293103"
дошман,n,14605,"125,9051724"
профессор,n,14580,"125,6896552"
һөҗүм,n,14575,"125,6465517"
рәхмәт,ij,14561,"125,5258621"
вәгъдә,n,14516,"125,137931"
табигый,adj,14500,125
иртә,adj,14483,"124,8534483"
торучы,n,14464,"124,6896552"
осталык,n,14444,"124,5172414"
тыш,post,14444,"124,5172414"
каршында,post,14441,"124,4913793"
фаразла,v,14413,"124,25"
капиталь,adj,14409,"124,2155172"
торыш,n,14398,"124,1206897"
режиссер,n,14389,"124,0431034"
чама,n,14367,"123,8534483"
наркотик,n,14341,"123,6293103"
элеккеге,adj,14338,"123,6034483"
дистә,n,14318,"123,4310345"
үзенчәлекле,adj,14252,"122,862069"
йөртүче,n,14230,"122,6724138"
палата,n,14201,"122,4224138"
шуннан соң,adv,14182,"122,2586207"
буйлап,post,14157,"122,0431034"
мизгел,n,14156,"122,0344828"
нур,n,14153,"122,0086207"
диплом,n,14149,"121,9741379"
боз,n,14135,"121,8534483"
таба,post,14128,"121,7931034"
лаеклы,adj,14111,"121,6465517"
коткар,v,14099,"121,5431034"
электрон,adj,14092,"121,4827586"
көнбатыш,n,14082,"121,3965517"
кредит,n,14065,"121,25"
процесс,n,14047,"121,0948276"
түрә,n,14043,"121,0603448"
кагылышлы,adj,14003,"120,7155172"
кайгырт,v,14003,"120,7155172"
ки,cnjsub,13954,"120,2931034"
ысул,n,13943,"120,1982759"
ярдәмче,n,13936,"120,137931"
шикелле,post,13930,"120,0862069"
килеп җит,v,13907,"119,887931"
сезон,n,13893,"119,7672414"
пешер,v,13878,"119,637931"
турнир,n,13868,"119,5517241"
нигезлә,v,13863,"119,5086207"
таш,n,13860,"119,4827586"
каршындагы,post,13855,"119,4396552"
станция,n,13849,"119,387931"
кризис,n,13839,"119,3017241"
чәч,n,13830,"119,2241379"
кадр,n,13796,"118,9310345"
кадерле,adj,13793,"118,9051724"
бу юлы,adv,13786,"118,8448276"
хәзер,n,13764,"118,6551724"
карт,n,13754,"118,5689655"
дару,n,13729,"118,3534483"
янә,adv,13698,"118,0862069"
яшүсмер,n,13697,"118,0775862"
сыман,post,13687,"117,9913793"
сумлык,adj,13676,"117,8965517"
кулланучы,n,13658,"117,7413793"
теге,det,13653,"117,6982759"
көзге,n,13650,"117,6724138"
җәмәгать,n,13636,"117,5517241"
ое,v,13618,"117,3965517"
ала,adj,13601,"117,25"
бай,n,13600,"117,2413793"
хас,adj,13583,"117,0948276"
дәвала,v,13581,"117,0775862"
мөгаен,ij,13536,"116,6896552"
эшкәртү,n,13529,"116,6293103"
база,n,13502,"116,3965517"
тынычлык,n,13467,"116,0948276"
язгы,adj,13463,"116,0603448"
урла,v,13446,"115,9137931"
соклан,v,13413,"115,6293103"
матурлык,n,13393,"115,4568966"
ширкәт,n,13392,"115,4482759"
әгәр дә,cnjsub,13387,"115,4051724"
зона,n,13383,"115,3706897"
административ,adj,13377,"115,3189655"
һәрбер,det,13341,"115,0086207"
күрү,n,13336,"114,9655172"
яу,v,13318,"114,8103448"
уң,adj,13308,"114,7241379"
факультет,n,13299,"114,6465517"
кызык,adj,13290,"114,5689655"
берәү,prn,13284,"114,5172414"
сәламәт,adj,13270,"114,3965517"
телевидение,n,13265,"114,3534483"
карчык,n,13246,"114,1896552"
сагын,v,13225,"114,0086207"
я,cnjcoo,13217,"113,9396552"
финансла,v,13183,"113,6465517"
үлән,n,13183,"113,6465517"
олимпиада,n,13159,"113,4396552"
яшел,adj,13154,"113,3965517"
мәҗлес,n,13148,"113,3448276"
алып кит,v,13091,"112,8534483"
карт,adj,13081,"112,7672414"
яхшы,ij,13079,"112,75"
яхшырт,v,13078,"112,7413793"
операция,n,13073,"112,6982759"
